timestamp,modality,participant,action,details,comment,group
2023-12-04 14:30:07.077000+00:00,Touch,BLUE,open,document 1061,,G8
2023-12-04 14:30:07.082000+00:00,Touch,BLUE,highlight,sentence 'United Self-Defense Forces/Group of Colombia (AUC�Autodefensas Unidas de Colombia) Description The AUC�commonly referred to as the paramilitaries�is an umbrella organization formed in April 1997 to consolidate most local and regional paramilitary groups each with the mission to protect economic interests and combat insurgents locally.' in document 1061,,G8
2023-12-04 14:30:09.900000+00:00,Touch,GREEN,stopped,scrolling Document 1015,,G8
2023-12-04 14:30:12.908000+00:00,Touch,GREEN,close,document 1015,,G8
2023-12-04 14:30:14.736000+00:00,Touch,GREEN,moved,document 1015,,G8
2023-12-04 14:30:15.332000+00:00,Touch,GREEN,open,document 1004,,G8
2023-12-04 14:30:26.266000+00:00,Touch,BLUE,stopped,scrolling Document 1061,,G8
2023-12-04 14:30:32.012000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:30:38.464000+00:00,Voice,GREEN,searching,geranium,,G8
2023-12-04 14:30:41.994000+00:00,Touch,BLUE,deselect,document 1061,,G8
2023-12-04 14:30:43.014000+00:00,Touch,BLUE,select,document 1061,,G8
2023-12-04 14:30:44.055000+00:00,Touch,BLUE,close,document 1061,,G8
2023-12-04 14:30:44.655000+00:00,Touch,BLUE,open,document 1053,,G8
2023-12-04 14:30:49.357000+00:00,Touch,BLUE,moved,selected documents including 1053,,G8
2023-12-04 14:30:49.814000+00:00,Touch,BLUE,open,document 1053,,G8
2023-12-04 14:30:51.893000+00:00,Touch,GREEN,close,document 1004,,G8
2023-12-04 14:30:54.006000+00:00,Touch,GREEN,moved,document 1004,,G8
2023-12-04 14:32:45.128000+00:00,Touch,BLUE,close,document 1053,,G8
2023-12-04 14:32:51.926000+00:00,Touch,BLUE,remove,tag MONEY,,G8
2023-12-04 14:32:52.453000+00:00,Touch,GREEN,moved,document 1004,,G8
2023-12-04 14:33:05.422000+00:00,Voice,BLUE,add,tag flower,,G8
2023-12-04 14:33:25.568000+00:00,Touch,BLUE,remove,tag FLOWER,,G8
2023-12-04 14:33:29.045000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:33:34.235000+00:00,Voice,GREEN,searching,flowers,,G8
2023-12-04 14:34:03.139000+00:00,Touch,GREEN,open,document 1042,,G8
2023-12-04 14:34:33.238000+00:00,Voice,BLUE,error,reportRecognitionError,,G8
2023-12-04 14:34:40.298000+00:00,Voice,BLUE,add,tag drug,,G8
2023-12-04 14:34:48.436000+00:00,Voice,BLUE,assign,tag drug,,G8
2023-12-04 14:34:48.437000+00:00,Touch,BLUE,tag,all selected articles with tag: DRUG,,G8
2023-12-04 14:34:59.638000+00:00,Touch,BLUE,deselect,document 1053,,G8
2023-12-04 14:35:00.345000+00:00,Touch,BLUE,deselect,document 1061,,G8
2023-12-04 14:35:51.231000+00:00,Voice,BLUE,searching,apples,,G8
2023-12-04 14:36:06.511000+00:00,Touch,BLUE,moved,document 1010,,G8
2023-12-04 14:36:10.460000+00:00,Touch,BLUE,moved,document 1036,,G8
2023-12-04 14:36:13.457000+00:00,Touch,BLUE,moved,document 1037,,G8
2023-12-04 14:36:24.300000+00:00,Touch,BLUE,select,document 1010,,G8
2023-12-04 14:36:25.097000+00:00,Touch,BLUE,select,document 1036,,G8
2023-12-04 14:36:25.860000+00:00,Touch,BLUE,select,document 1037,,G8
2023-12-04 14:36:31.404000+00:00,Voice,BLUE,add,tag apple,,G8
2023-12-04 14:36:38.057000+00:00,Touch,BLUE,tag,all selected articles with tag: APPLE,,G8
2023-12-04 14:36:38.058000+00:00,Voice,BLUE,assign,tag apple,,G8
2023-12-04 14:36:41.841000+00:00,Touch,BLUE,open,document 1010,,G8
2023-12-04 14:36:56.127000+00:00,Touch,GREEN,stopped,scrolling Document 1042,,G8
2023-12-04 14:36:58.916000+00:00,Touch,GREEN,stopped,scrolling Document 1042,,G8
2023-12-04 14:37:15.362000+00:00,Touch,GREEN,highlight,sentence 'The two men said the state's 'use it or lose it' measure needs to be changed so that farmers and ranchers aren't penalized for not using irrigation water.' in document 1042,,G8
2023-12-04 14:37:24.772000+00:00,Touch,GREEN,highlight,"sentence ''After all, if you don't need irrigation water one season and you leave water in the stream, it's benefiting fish,' said Chandler.' in document 1042",,G8
2023-12-04 14:37:29.225000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:37:32.897000+00:00,Voice,GREEN,searching,bottle,,G8
2023-12-04 14:37:36.064000+00:00,Touch,GREEN,close,document 1042,,G8
2023-12-04 14:37:44.555000+00:00,Touch,GREEN,searching,WATER,,G8
2023-12-04 14:37:57.231000+00:00,Touch,GREEN,open,document 1004,,G8
2023-12-04 14:37:59.372000+00:00,Touch,GREEN,close,document 1004,,G8
2023-12-04 14:38:00.093000+00:00,Touch,GREEN,open,document 1007,,G8
2023-12-04 14:38:04.885000+00:00,Touch,GREEN,stopped,scrolling Document 1007,,G8
2023-12-04 14:38:05.890000+00:00,Touch,GREEN,close,document 1007,,G8
2023-12-04 14:38:10.660000+00:00,Touch,GREEN,open,document 1060,,G8
2023-12-04 14:38:22.492000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G8
2023-12-04 14:39:51.097000+00:00,Touch,GREEN,highlight,"sentence 'This area also had the metal grate, and below the grate was water.' in document 1060",,G8
2023-12-04 14:39:52.426000+00:00,Touch,GREEN,highlight,"sentence 'Thinking back on it now, James suddenly did not seem so anxious to go in, but go in he did, and Squirt and I followed.' in document 1060",,G8
2023-12-04 14:39:53.604000+00:00,Touch,GREEN,clear,"sentence 'Thinking back on it now, James suddenly did not seem so anxious to go in, but go in he did, and Squirt and I followed.' in document 1060",,G8
2023-12-04 14:39:54.510000+00:00,Touch,GREEN,highlight,"sentence 'Thinking back on it now, James suddenly did not seem so anxious to go in, but go in he did, and Squirt and I followed.' in document 1060",,G8
2023-12-04 14:39:55.319000+00:00,Touch,GREEN,highlight,"sentence 'Unusual in the desert, to have water standing in an abandoned building.' in document 1060",,G8
2023-12-04 14:39:55.832000+00:00,Touch,GREEN,clear,"sentence 'Unusual in the desert, to have water standing in an abandoned building.' in document 1060",,G8
2023-12-04 14:39:56.878000+00:00,Touch,GREEN,highlight,"sentence 'Unusual in the desert, to have water standing in an abandoned building.' in document 1060",,G8
2023-12-04 14:40:06.293000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G8
2023-12-04 14:40:19.250000+00:00,Touch,BLUE,close,document 1010,,G8
2023-12-04 14:40:22.168000+00:00,Touch,BLUE,open,document 1036,,G8
2023-12-04 14:40:23.648000+00:00,Touch,GREEN,close,document 1060,,G8
2023-12-04 14:40:31.176000+00:00,Touch,GREEN,moved,document 1050,,G8
2023-12-04 14:40:32.054000+00:00,Touch,GREEN,open,document 1050,,G8
2023-12-04 14:41:15.371000+00:00,Touch,GREEN,moved,document 1050,,G8
2023-12-04 14:41:16.209000+00:00,Touch,GREEN,highlight,"sentence 'The Army said Friday that 2,894 gallons of Lewisite have been neutralized at the facility over the past six months.' in document 1050",,G8
2023-12-04 14:41:17.121000+00:00,Touch,GREEN,highlight,"sentence 'This is the first spill at the site since 2003, Arthur said.' in document 1050",,G8
2023-12-04 14:41:18.087000+00:00,Touch,GREEN,clear,"sentence 'The Army said Friday that 2,894 gallons of Lewisite have been neutralized at the facility over the past six months.' in document 1050",,G8
2023-12-04 14:41:28.428000+00:00,Voice,GREEN,searching,spill,,G8
2023-12-04 14:41:41.919000+00:00,Touch,BLUE,close,document 1036,,G8
2023-12-04 14:41:42.770000+00:00,Touch,BLUE,open,document 1037,,G8
2023-12-04 14:41:52.563000+00:00,Touch,BLUE,close,document 1037,,G8
2023-12-04 14:42:01.332000+00:00,Touch,GREEN,open,document 1035,,G8
2023-12-04 14:42:03.367000+00:00,Touch,GREEN,close,document 1035,,G8
2023-12-04 14:42:07.392000+00:00,Touch,GREEN,open,document 1022,,G8
2023-12-04 14:42:08.613000+00:00,Touch,GREEN,close,document 1022,,G8
2023-12-04 14:42:34.881000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:42:43.195000+00:00,Touch,GREEN,open,document 1061,,G8
2023-12-04 14:42:52.981000+00:00,Touch,BLUE,stopped,scrolling Document 1061,,G8
2023-12-04 14:43:04.049000+00:00,Touch,GREEN,stopped,scrolling Document 1061,,G8
2023-12-04 14:43:17.235000+00:00,Touch,GREEN,highlight,"sentence 'Porvenir Luminoso (Shining Future, or SF) Description Former farm worker Francisco Dorado formed Porvenir Luminoso in the late 1980s, and his teachings created the foundation of SF's militant reformist doctrine.' in document 1061",,G8
2023-12-04 14:43:21.309000+00:00,Voice,GREEN,searching,farm,,G8
2023-12-04 14:43:26.398000+00:00,Touch,GREEN,close,document 1061,,G8
2023-12-04 14:43:32.911000+00:00,Touch,GREEN,open,document 1059,,G8
2023-12-04 14:43:40.991000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G8
2023-12-04 14:44:08.553000+00:00,Touch,BLUE,stopped,scrolling Document 1059,,G8
2023-12-04 14:44:13.166000+00:00,Touch,BLUE,stopped,scrolling Document 1059,,G8
2023-12-04 14:44:16.913000+00:00,Touch,BLUE,resized,document 1059,,G8
2023-12-04 14:44:23.943000+00:00,Touch,GREEN,open,document 1040,,G8
2023-12-04 14:44:30.007000+00:00,Touch,GREEN,moved,document 1040,,G8
2023-12-04 14:44:40.540000+00:00,Touch,GREEN,highlight,"sentence 'She seemed to have an endless amount of energy and stamina, enjoying work and a job well done.' in document 1040",,G8
2023-12-04 14:44:51.672000+00:00,Touch,BLUE,moved,document 1004,,G8
2023-12-04 14:44:52.972000+00:00,Touch,BLUE,open,document 1004,,G8
2023-12-04 14:44:57.174000+00:00,Touch,BLUE,moved,document 1004,,G8
2023-12-04 14:45:28.990000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:45:35.553000+00:00,Touch,GREEN,searching,MOLL,,G8
2023-12-04 14:46:20.075000+00:00,Touch,GREEN,searching,BOYT,,G8
2023-12-04 14:46:25.312000+00:00,Touch,GREEN,searching,BOYNT,,G8
2023-12-04 14:46:35.309000+00:00,Touch,GREEN,searching,PORT,,G8
2023-12-04 14:46:41.020000+00:00,Touch,GREEN,open,document 1012,,G8
2023-12-04 14:47:07.448000+00:00,Touch,GREEN,close,document 1012,,G8
2023-12-04 14:47:11.144000+00:00,Touch,GREEN,open,document 1052,,G8
2023-12-04 14:47:12.228000+00:00,Touch,BLUE,open,document 1010,,G8
2023-12-04 14:47:36.299000+00:00,Touch,GREEN,close,document 1052,,G8
2023-12-04 14:47:38.460000+00:00,Touch,GREEN,open,document 1009,,G8
2023-12-04 14:47:43.931000+00:00,Touch,GREEN,stopped,scrolling Document 1009,,G8
2023-12-04 14:47:44.669000+00:00,Touch,GREEN,close,document 1009,,G8
2023-12-04 14:48:04.786000+00:00,Touch,BLUE,moved,document 1061,,G8
2023-12-04 14:48:04.867000+00:00,Touch,BLUE,highlight,"sentence 'The Annex reported that the agent drained into the Toxic Cubicle, a pit in the floor prevents the agent from reaching other parts of the facility.' in document 1050",,G8
2023-12-04 14:48:07.011000+00:00,Voice,GREEN,searching,silo,,G8
2023-12-04 14:48:10.222000+00:00,Touch,BLUE,moved,document 1061,,G8
2023-12-04 14:48:13.381000+00:00,Touch,BLUE,close,document 1050,,G8
2023-12-04 14:48:15.187000+00:00,Touch,BLUE,moved,document 1050,,G8
2023-12-04 14:48:18.388000+00:00,Touch,GREEN,moved,document 1060,,G8
2023-12-04 14:48:19.044000+00:00,Touch,GREEN,open,document 1060,,G8
2023-12-04 14:48:39.983000+00:00,Touch,GREEN,moved,document 1060,,G8
2023-12-04 14:48:47.585000+00:00,Touch,GREEN,close,document 1060,,G8
2023-12-04 14:49:37.818000+00:00,Touch,BLUE,close,document 1010,,G8
2023-12-04 14:49:53.290000+00:00,Touch,BLUE,moved,document 1059,,G8
2023-12-04 14:49:53.843000+00:00,Touch,BLUE,close,document 1059,,G8
2023-12-04 14:49:55.625000+00:00,Touch,BLUE,moved,document 1059,,G8
2023-12-04 14:49:56.246000+00:00,Touch,BLUE,close,document 1004,,G8
2023-12-04 14:49:58.457000+00:00,Touch,BLUE,moved,document 1015,,G8
2023-12-04 14:50:00.608000+00:00,Touch,BLUE,moved,document 1007,,G8
2023-12-04 14:50:04.857000+00:00,Touch,BLUE,moved,document 1050,,G8
2023-12-04 14:50:05.906000+00:00,Touch,BLUE,open,document 1050,,G8
2023-12-04 14:50:21.755000+00:00,Voice,GREEN,searching,lewisite,,G8
2023-12-04 14:50:27.584000+00:00,Touch,GREEN,close,document 1050,,G8
2023-12-04 14:50:32.338000+00:00,Touch,GREEN,open,document 1059,,G8
2023-12-04 14:50:41.522000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G8
2023-12-04 14:51:12.026000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:51:18.692000+00:00,Touch,BLUE,resized,document 1059,,G8
2023-12-04 14:51:18.915000+00:00,Voice,GREEN,add,tag lewisite,,G8
2023-12-04 14:51:23.773000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:51:30.114000+00:00,Touch,BLUE,stopped,scrolling Document 1059,,G8
2023-12-04 14:51:45.989000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G8
2023-12-04 14:51:49.575000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G8
2023-12-04 14:51:53.939000+00:00,Touch,BLUE,searching,for too short text X,,G8
2023-12-04 14:51:53.998000+00:00,Touch,BLUE,search,cleared,,G8
2023-12-04 14:51:56.057000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G8
2023-12-04 14:52:20.378000+00:00,Touch,BLUE,stopped,scrolling Document 1059,,G8
2023-12-04 14:52:25.662000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G8
2023-12-04 14:52:42.010000+00:00,Touch,BLUE,searching,GERANIUM,,G8
2023-12-04 14:52:50.682000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G8
2023-12-04 14:52:52.477000+00:00,Touch,BLUE,moved,document 1006,,G8
2023-12-04 14:52:59.647000+00:00,Touch,BLUE,moved,document 1030,,G8
2023-12-04 14:52:59.972000+00:00,Touch,BLUE,open,document 1030,,G8
2023-12-04 14:53:05.973000+00:00,Touch,BLUE,moved,document 1030,,G8
2023-12-04 14:53:19.245000+00:00,Touch,BLUE,close,document 1030,,G8
2023-12-04 14:53:20.171000+00:00,Touch,BLUE,open,document 1030,,G8
2023-12-04 14:53:49.788000+00:00,Touch,BLUE,open,document 1010,,G8
2023-12-04 14:54:29.125000+00:00,Voice,GREEN,searching,disease,,G8
2023-12-04 14:54:30.305000+00:00,Touch,BLUE,close,document 1030,,G8
2023-12-04 14:54:30.442000+00:00,Touch,BLUE,open,document 1060,,G8
2023-12-04 14:54:30.442000+00:00,Touch,BLUE,moved,document 1060,,G8
2023-12-04 14:54:31.824000+00:00,Touch,BLUE,close,document 1060,,G8
2023-12-04 14:54:38.237000+00:00,Touch,GREEN,searching,DISERT,,G8
2023-12-04 14:54:39.180000+00:00,Touch,BLUE,close,document 1010,,G8
2023-12-04 14:54:46.465000+00:00,Touch,GREEN,searching,DESRT,,G8
2023-12-04 14:54:51.170000+00:00,Touch,GREEN,searching,DESERT,,G8
2023-12-04 14:54:54.402000+00:00,Touch,BLUE,stopped,scrolling Document 1059,,G8
2023-12-04 14:54:58.719000+00:00,Touch,GREEN,moved,document 1053,,G8
2023-12-04 14:55:00.479000+00:00,Touch,GREEN,open,document 1053,,G8
2023-12-04 14:55:08.566000+00:00,Touch,BLUE,moved,document 1047,,G8
2023-12-04 14:55:08.907000+00:00,Touch,BLUE,open,document 1047,,G8
2023-12-04 14:55:16.659000+00:00,Touch,BLUE,moved,document 1047,,G8
2023-12-04 14:55:41.964000+00:00,Touch,GREEN,moved,document 1057,,G8
2023-12-04 14:55:42.014000+00:00,Touch,GREEN,highlight,"sentence 'In the clip, two boys each are seen climbing into the site, said Springfield Police Lt.' in document 1053",,G8
2023-12-04 14:55:43.065000+00:00,Touch,GREEN,clear,"sentence 'In the clip, two boys each are seen climbing into the site, said Springfield Police Lt.' in document 1053",,G8
2023-12-04 14:55:43.253000+00:00,Touch,GREEN,moved,document 1053,,G8
2023-12-04 14:55:44.118000+00:00,Touch,GREEN,close,document 1053,,G8
2023-12-04 14:55:49.188000+00:00,Touch,BLUE,highlight,"sentence 'James Grimes and Jose Ramierez were arrested at their homes Sunday, charged with crimimal trespass after a video allegedly showing the duo breaking into a deserted missile silo' in document 1047",,G8
2023-12-04 14:55:50.584000+00:00,Touch,GREEN,moved,document 1050,,G8
2023-12-04 14:55:51.441000+00:00,Touch,BLUE,moved,document 1047,,G8
2023-12-04 14:55:51.910000+00:00,Touch,BLUE,clear,"sentence 'James Grimes and Jose Ramierez were arrested at their homes Sunday, charged with crimimal trespass after a video allegedly showing the duo breaking into a deserted missile silo' in document 1047",,G8
2023-12-04 14:55:54.213000+00:00,Touch,BLUE,highlight,sentence 'But it smelled like gramma's flower garden.' in document 1047,,G8
2023-12-04 14:55:55.515000+00:00,Touch,GREEN,moved,document 1060,,G8
2023-12-04 14:56:01.168000+00:00,Touch,GREEN,open,document 1060,,G8
2023-12-04 14:56:02.123000+00:00,Touch,BLUE,highlight,sentence 'We found a broken bottle' in document 1047,,G8
2023-12-04 14:56:04.110000+00:00,Touch,BLUE,highlight,sentence 'It burnt my hand and made me throw up.' in document 1047,,G8
2023-12-04 14:56:08.473000+00:00,Touch,GREEN,highlight,sentence 'It was clear to us that flashlights would have been much better than the candles.' in document 1060,,G8
2023-12-04 14:56:15.315000+00:00,Touch,BLUE,highlight,"sentence ''We told everyone we could think of,' says 17 year old Grimes.' in document 1047",,G8
2023-12-04 14:56:18.289000+00:00,Touch,BLUE,highlight,sentence 'But there is something major going on up there.' in document 1047,,G8
2023-12-04 14:56:18.984000+00:00,Touch,GREEN,clear,"sentence 'Thinking back on it now, James suddenly did not seem so anxious to go in, but go in he did, and Squirt and I followed.' in document 1060",,G8
2023-12-04 14:56:19.235000+00:00,Touch,GREEN,highlight,"sentence 'Thinking back on it now, James suddenly did not seem so anxious to go in, but go in he did, and Squirt and I followed.' in document 1060",,G8
2023-12-04 14:56:52.654000+00:00,Touch,GREEN,stopped,scrolling Document 1060,,G8
2023-12-04 14:58:10.534000+00:00,Voice,GREEN,error,reportRecognitionError,,G8
2023-12-04 14:58:18.029000+00:00,Touch,GREEN,searching,PRADO,,G8
2023-12-04 14:59:27.215000+00:00,Touch,GREEN,moved,document 1050,,G8
2023-12-04 14:59:29.122000+00:00,Touch,GREEN,open,document 1050,,G8
2023-12-05 08:50:55.274000+00:00,Touch,BLUE,select,document 1004,,G9
2023-12-05 08:50:58.936000+00:00,Touch,BLUE,add,tag CLUE,,G9
2023-12-05 08:50:59.477000+00:00,Voice,GREEN,error,reportRecognitionError,,G9
2023-12-05 08:51:03.690000+00:00,Voice,GREEN,deselect,all documents,,G9
2023-12-05 08:51:07.853000+00:00,Touch,BLUE,select,document 1004,,G9
2023-12-05 08:51:08.299000+00:00,Voice,GREEN,sort,number,,G9
2023-12-05 08:51:11.880000+00:00,Touch,GREEN,close,document 1012,,G9
2023-12-05 08:51:38.731000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:38.732000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:38.733000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:38.733000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:38.733000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:38.733000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:39.753000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:39.755000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:39.755000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:39.755000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:39.755000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:39.755000+00:00,Touch,BLUE,select,document of month 0,,G9
2023-12-05 08:51:45.651000+00:00,Voice,GREEN,sort,date,,G9
2023-12-05 08:51:52.457000+00:00,Touch,BLUE,deselect,document 1004,,G9
2023-12-05 08:52:00.815000+00:00,Voice,BLUE,error,reportRecognitionError,,G9
2023-12-05 08:52:09.598000+00:00,Voice,BLUE,deselect,all documents,,G9
2023-12-05 08:52:12.657000+00:00,Touch,BLUE,select,document 1004,,G9
2023-12-05 08:52:15.606000+00:00,Touch,BLUE,tag,all selected articles with tag: CLUE,,G9
2023-12-05 08:52:19.174000+00:00,Touch,GREEN,open,document 1041,,G9
2023-12-05 08:52:23.733000+00:00,Touch,BLUE,moved,selected documents including 1004,,G9
2023-12-05 08:52:24.720000+00:00,Touch,BLUE,open,document 1004,,G9
2023-12-05 08:53:27.275000+00:00,Touch,GREEN,stopped,scrolling Document 1041,,G9
2023-12-05 08:53:43.726000+00:00,Voice,GREEN,error,reportRecognitionError,,G9
2023-12-05 08:53:48.586000+00:00,Voice,GREEN,close,document 41,,G9
2023-12-05 08:54:00.518000+00:00,Touch,BLUE,close,document 1004,,G9
2023-12-05 08:54:04.657000+00:00,Voice,GREEN,error,reportRecognitionError,,G9
2023-12-05 08:54:13.851000+00:00,Voice,GREEN,highlight,document 4,,G9
2023-12-05 08:54:40.818000+00:00,Voice,GREEN,add,tag flowers,,G9
2023-12-05 08:54:55.230000+00:00,Touch,BLUE,searching,FLOWERS,,G9
2023-12-05 08:55:00.131000+00:00,Touch,BLUE,searching,for too short text FF,,G9
2023-12-05 08:55:00.187000+00:00,Touch,BLUE,search,cleared,,G9
2023-12-05 08:55:05.175000+00:00,Touch,BLUE,searching,FLOWER,,G9
2023-12-05 08:55:20.542000+00:00,Touch,BLUE,moved,document 1047,,G9
2023-12-05 08:55:21.124000+00:00,Touch,BLUE,open,document 1047,,G9
2023-12-05 08:55:24.507000+00:00,Voice,GREEN,searching,flowers,,G9
2023-12-05 08:55:31.226000+00:00,Voice,GREEN,searching,flower,,G9
2023-12-05 08:56:52.638000+00:00,Touch,GREEN,moved,document 1047,,G9
2023-12-05 08:56:55.747000+00:00,Touch,GREEN,highlight,sentence 'But it smelled like gramma's flower garden.' in document 1047,,G9
2023-12-05 08:56:59.637000+00:00,Touch,BLUE,highlight,sentence 'We found a broken bottle of their stash.' in document 1047,,G9
2023-12-05 08:57:00.938000+00:00,Touch,BLUE,highlight,sentence 'It burnt my hand and made me throw up.' in document 1047,,G9
2023-12-05 08:57:03.549000+00:00,Touch,GREEN,highlight,"sentence ''We thought it was a big meth lab that the big farmer dude's George Prado running, but I don't know.' in document 1047",,G9
2023-12-05 08:57:07.379000+00:00,Touch,GREEN,highlight,"sentence 'James Grimes and Jose Ramierez were arrested at their homes Sunday, charged with crimimal trespass after a video allegedly showing the duo breaking into a deserted missile silo outside of Springfield was discovered online by local police.' in document 1047",,G9
2023-12-05 08:57:18.077000+00:00,Touch,BLUE,close,document 1047,,G9
2023-12-05 08:57:18.412000+00:00,Touch,GREEN,searching,GRIMES,,G9
2023-12-05 08:57:20.486000+00:00,Touch,BLUE,moved,document 1047,,G9
2023-12-05 08:57:24.137000+00:00,Touch,BLUE,open,document 1047,,G9
2023-12-05 08:57:33.172000+00:00,Touch,GREEN,searching,RAMIEREZ,,G9
2023-12-05 08:57:37.967000+00:00,Touch,BLUE,close,document 1047,,G9
2023-12-05 08:57:39.364000+00:00,Touch,BLUE,open,document 1005,,G9
2023-12-05 08:57:44.192000+00:00,Touch,BLUE,clear,"sentence 'He suggested the state complete a comprehensive review of the finance system and establish a sustainable, predictable and fair state funded system for public schools.' in document 1005",,G9
2023-12-05 08:57:45.366000+00:00,Touch,BLUE,clear,sentence '' He added that he believes there is a lot to be said for better than average students.' in document 1005,,G9
2023-12-05 08:57:46.754000+00:00,Touch,BLUE,close,document 1005,,G9
2023-12-05 08:57:53.537000+00:00,Voice,GREEN,error,reportRecognitionError,,G9
2023-12-05 08:58:03.441000+00:00,Touch,BLUE,searching,METH,,G9
2023-12-05 08:58:03.499000+00:00,Voice,GREEN,assign,tag flowers,,G9
2023-12-05 08:58:03.665000+00:00,Touch,GREEN,tag,all selected articles with tag: FLOWERS,,G9
2023-12-05 08:58:13.082000+00:00,Touch,GREEN,open,document 1004,,G9
2023-12-05 08:58:13.743000+00:00,Touch,GREEN,close,document 1004,,G9
2023-12-05 08:58:29.336000+00:00,Touch,BLUE,open,document 1004,,G9
2023-12-05 08:58:29.337000+00:00,Touch,BLUE,clear,sentence 'An intoxicated man plowed his pickup truck into the drive through station of Springfield National Bank at approximately 2AM on Monday morning.' in document 1004,,G9
2023-12-05 08:58:30.931000+00:00,Touch,BLUE,close,document 1004,,G9
2023-12-05 08:58:33.057000+00:00,Touch,BLUE,open,document 1040,,G9
2023-12-05 08:58:37.641000+00:00,Voice,GREEN,select,document 4 and 47,,G9
2023-12-05 08:58:42.399000+00:00,Voice,GREEN,add,tag flowers,,G9
2023-12-05 08:58:56.837000+00:00,Touch,BLUE,close,document 1040,,G9
2023-12-05 08:59:01.480000+00:00,Voice,GREEN,assign,tag flowers,,G9
2023-12-05 08:59:01.482000+00:00,Touch,GREEN,tag,all selected articles with tag: FLOWERS,,G9
2023-12-05 09:00:04.342000+00:00,Touch,GREEN,open,document 1018,,G9
2023-12-05 09:00:05.110000+00:00,Touch,GREEN,close,document 1018,,G9
2023-12-05 09:00:06.154000+00:00,Touch,GREEN,open,document 1059,,G9
2023-12-05 09:00:15.996000+00:00,Touch,BLUE,searching,BOTTLE,,G9
2023-12-05 09:00:17.145000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G9
2023-12-05 09:00:18.049000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G9
2023-12-05 09:00:19.492000+00:00,Touch,GREEN,close,document 1059,,G9
2023-12-05 09:00:24.200000+00:00,Touch,GREEN,open,document 1058,,G9
2023-12-05 09:00:27.663000+00:00,Touch,BLUE,searching,LAB,,G9
2023-12-05 09:00:30.930000+00:00,Touch,GREEN,moved,document 1058,,G9
2023-12-05 09:00:53.273000+00:00,Touch,BLUE,moved,document 1059,,G9
2023-12-05 09:00:53.314000+00:00,Touch,GREEN,stopped,scrolling Document 1058,,G9
2023-12-05 09:00:53.593000+00:00,Touch,BLUE,open,document 1059,,G9
2023-12-05 09:01:00.101000+00:00,Touch,GREEN,stopped,scrolling Document 1058,,G9
2023-12-05 09:01:02.079000+00:00,Touch,GREEN,stopped,scrolling Document 1058,,G9
2023-12-05 09:01:03.967000+00:00,Touch,GREEN,close,document 1058,,G9
2023-12-05 09:01:17.319000+00:00,Voice,GREEN,searching,cult,,G9
2023-12-05 09:01:23.345000+00:00,Touch,GREEN,open,document 1007,,G9
2023-12-05 09:01:32.371000+00:00,Touch,GREEN,close,document 1007,,G9
2023-12-05 09:01:39.739000+00:00,Voice,GREEN,error,reportRecognitionError,,G9
2023-12-05 09:01:40.817000+00:00,Touch,BLUE,open,document 1047,,G9
2023-12-05 09:01:50.823000+00:00,Voice,GREEN,moved,document 45 to zone A3,,G9
2023-12-05 09:02:00.839000+00:00,Touch,BLUE,moved,selected documents including 1047,,G9
2023-12-05 09:02:01.785000+00:00,Touch,GREEN,moved,document 1035,,G9
2023-12-05 09:02:01.803000+00:00,Touch,BLUE,open,document 1047,,G9
2023-12-05 09:02:02.872000+00:00,Touch,GREEN,moved,document 1035,,G9
2023-12-05 09:02:03.373000+00:00,Touch,GREEN,open,document 1035,,G9
